State,AirQualityIndex,Pop,avgCost,registrationCost,registrationNote,costIndex,costRank,groceryCost,housingCost,utilitiesCost,transportationCost,miscCost,homicideRate2017,firearmDeathRate,firearmDeaths,debt,PerCapita,overallRank,higherEducationRank,prek12Rank,EmploymentRateRank,employmentRate,White,Black,Hispanic,American Indian/Alaska Native,Asian,Native Hawaiian/Other Pacific Islander,Two Or More Races,Total,totalHomeless,totalHouseholds,totalVeterans,totalYoungAdults,lowestIncomeTaxBracket,highestIncomeTaxBracket,Growth,rank,Pop2018,Pop2010,growthSince2010,Percent,density,Total Outdoor Recreation Industries,Private industries,Manufacturing,Retail trade,"Finance, insurance, real estate, rental, and leasing","Arts, entertainment, and recreation",Accomodations and food service,All other private industries,Government,averageACTScore,meetingEnglish,meetingReading,meetingMath,meetingScience
Hawaii,,1412687.0,,,,,,,,,,,,,,,,,,,,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,,1826156.0,,,,,,,,,,,,,,,,,,,,0.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,,12659682.0,,,,,,,,,,,,,,,,,,,,0.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,,6745354.0,,,,,,,,,,,,,,,,,,,,0.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,,3179849.0,,,,,,,,,,,,,,,,,,,,0.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,,2910357.0,,,,,,,,,,,,,,,,,,,,0.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,,4499692.0,,,,,,,,,,,,,,,,,,,,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,,4645184.0,,,,,,,,,,,,,,,,,,,,0.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,,1345790.0,,,,,,,,,,,,,,,,,,,,0.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,,6083116.0,,,,,,,,,,,,,,,,,,,,0.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,,6976597.0,,,,,,,,,,,,,,,,,,,,0.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,,10045029.0,,,,,,,,,,,,,,,,,,,,0.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,,5700671.0,,,,,,,,,,,,,,,,,,,,0.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,,2989260.0,,,,,,,,,,,,,,,,,,,,0.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,,6169270.0,,,,,,,,,,,,,,,,,,,,0.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,,1086759.0,,,,,,,,,,,,,,,,,,,,0.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,,1952570.0,,,,,,,,,,,,,,,,,,,,0.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,,3139658.0,,,,,,,,,,,,,,,,,,,,0.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,,1371246.0,,,,,,,,,,,,,,,,,,,,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,,8936574.0,,,,,,,,,,,,,,,,,,,,0.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,,2096640.0,,,,,,,,,,,,,,,,,,,,0.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,,19440469.0,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,,10611862.0,,,,,,,,,,,,,,,,,,,,0.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,,761723.0,,,,,,,,,,,,,,,,,,,,0.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,,11747694.0,,,,,,,,,,,,,,,,,,,,0.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,,3954821.0,,,,,,,,,,,,,,,,,,,,0.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,,4301089.0,,,,,,,,,,,,,,,,,,,,0.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,,12820878.0,,,,,,,,,,,,,,,,,,,,0.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,,5210095.0,,,,,,,,,,,,,,,,,,,,0.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,,903027.0,,,,,,,,,,,,,,,,,,,,0.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,,6897576.0,,,,,,,,,,,,,,,,,,,,0.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,,29472295.0,,,,,,,,,,,,,,,,,,,,0.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,,3282115.0,,,,,,,,,,,,,,,,,,,,0.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,,628061.0,,,,,,,,,,,,,,,,,,,,0.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,,8626207.0,,,,,,,,,,,,,,,,,,,,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,,7797095.0,,,,,,,,,,,,,,,,,,,,0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,,1778070.0,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,,5851754.0,,,,,,,,,,,,,,,,,,,,0.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,,567025.0,,,,,,,,,,,,,,,,,,,,0.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,,,,,,,,,,,,,,,,,,,,,,,0.66,0.26,0.04,<.01,0.01,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska,,,,,,,,,,,,,,,,,,,,,,,0.6,0.03,0.07,0.16,0.06,0.01,0.07,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,,,,,,,,,,,,,,,,,,,,,,,0.54,0.04,0.32,0.04,0.03,<.01,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,,,,,,,,,,,,,,,,,,,,,,,0.72,0.15,0.08,0.01,0.02,<.01,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,,,,,,,,,,,,,,,,,,,,,,,0.37,0.05,0.39,<.01,0.15,<.01,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,,,,,,,,,,,,,,,,,,,,,,,0.68,0.04,0.22,<.01,0.03,<.01,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connecticut,,,,,,,,,,,,,,,,,,,,,,,0.66,0.10,0.17,<.01,0.05,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,,,,,,,,,,,,,,,,,,,,,,,0.62,0.21,0.09,<.01,0.04,,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
District of Columbia,,,,,,,,,,,,,,,,,,,,,,,0.37,0.45,0.11,,0.04,,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,,,,,,,,,,,,,,,,,,,,,,,0.53,0.15,0.26,<.01,0.03,<.01,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,0.52,0.31,0.1,<.01,0.04,<.01,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,,,,,,,,,,,,,,,,,,,,,,,0.21,0.02,0.1,,0.38,0.10,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,,,,,,,,,,,,,,,,,,,,,,,0.82,0.01,0.13,0.01,0.02,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,,,,,,,,,,,,,,,,,,,,,,,0.61,0.14,0.17,<.01,0.06,<.01,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,,,,,,,,,,,,,,,,,,,,,,,0.79,0.09,0.07,<.01,0.02,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,,,,,,,,,,,,,,,,,,,,,,,0.86,0.03,0.06,<.01,0.03,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,,,,,,,,,,,,,,,,,,,,,,,0.76,0.05,0.12,0.01,0.03,,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,,,,,,,,,,,,,,,,,,,,,,,0.85,0.08,0.04,<.01,0.01,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,,,,,,,,,,,,,,,,,,,,,,,0.59,0.32,0.05,0.01,0.02,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,,,,,,,,,,,,,,,,,,,,,,,0.93,0.01,0.02,<.01,0.01,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,,,,,,,,,,,,,,,,,,,,,,,0.5,0.29,0.1,<.01,0.06,,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,,,,,,,,,,,,,,,,,,,,,,,0.71,0.07,0.12,<.01,0.07,,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,,,,,,,,,,,,,,,,,,,,,,,0.75,0.14,0.05,<.01,0.03,,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,,,,,,,,,,,,,,,,,,,,,,,0.8,0.06,0.05,0.01,0.05,,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,,,,,,,,,,,,,,,,,,,,,,,0.57,0.38,0.03,<.01,0.01,,0.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,,,,,,,,,,,,,,,,,,,,,,,0.8,0.11,0.04,<.01,0.02,<.01,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,,,,,,,,,,,,,,,,,,,,,,,0.86,<.01,0.04,0.06,0.01,,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,,,,,,,,,,,,,,,,,,,,,,,0.79,0.04,0.11,0.01,0.02,,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,,,,,,,,,,,,,,,,,,,,,,,0.49,0.09,0.29,0.01,0.08,0.01,0.04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,,,,,,,,,,,,,,,,,,,,,,,0.9,0.01,0.04,,0.03,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,,,,,,,,,,,,,,,,,,,,,,,0.55,0.13,0.21,<.01,0.1,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,,,,,,,,,,,,,,,,,,,,,,,0.37,0.02,0.49,0.09,0.02,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,,,,,,,,,,,,,,,,,,,,,,,0.55,0.14,0.19,<.01,0.09,,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,,,,,,,,,,,,,,,,,,,,,,,0.63,0.21,0.1,0.01,0.03,<.01,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,,,,,,,,,,,,,,,,,,,,,,,0.84,0.03,0.04,0.05,0.02,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,,,,,,,,,,,,,,,,,,,,,,,0.79,0.12,0.04,<.01,0.02,,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,,,,,,,,,,,,,,,,,,,,,,,0.65,0.07,0.11,0.08,0.02,<.01,0.07,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,,,,,,,,,,,,,,,,,,,,,,,0.75,0.02,0.13,0.01,0.05,<.01,0.04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,0.76,0.10,0.08,<.01,0.04,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,,,,,,,,,,,,,,,,,,,,,,,0.72,0.06,0.16,,0.03,,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,,,,,,,,,,,,,,,,,,,,,,,0.64,0.26,0.06,<.01,0.02,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,,,,,,,,,,,,,,,,,,,,,,,0.82,0.02,0.04,0.09,0.01,,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,,,,,,,,,,,,,,,,,,,,,,,0.74,0.17,0.05,<.01,0.02,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,,,,,,,,,,0.41,0.12,0.4,<.01,0.05,<.01,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,,,,,,,,,,,,,,,,,,,,,,,0.78,0.01,0.14,0.01,0.02,0.01,0.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,,,,,,,,,,,,,,,,,,,,,,,0.93,0.01,0.02,<.01,0.02,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,,,,,,,,,,,,,,,,,,,,,,,0.62,0.19,0.1,<.01,0.07,<.01,0.04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,,,,,,,,,,,,,,,,,,,,,,,0.68,0.04,0.13,0.01,0.09,0.01,0.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,,,,,,,,,,,,,,,,,,,,,,,0.92,0.04,0.01,<.01,0.01,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,,,,,,,,,,,,,,,,,,,,,,,0.81,0.06,0.07,0.01,0.03,<.01,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,,,,,,,,,,,,,,,,,,,,,,,0.84,0.00,0.1,0.02,0.01,,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151278.0,7044.0,10980.0,11993.0,,,,,,,,,,,,,,,,,,,,,,,
New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92091.0,15091.0,1270.0,2978.0,,,,,,,,,,,,,,,,,,,,,,,
Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28328.0,2171.0,2472.0,1450.0,,,,,,,,,,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25848.0,1919.0,1806.0,1355.0,,,,,,,,,,,,,,,,,,,,,,,
Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21577.0,1751.0,1585.0,1911.0,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18471.0,3766.0,917.0,480.0,,,,,,,,,,,,,,,,,,,,,,,
Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15876.0,1147.0,1438.0,1590.0,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13199.0,1569.0,857.0,737.0,,,,,,,,,,,,,,,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10443.0,815.0,801.0,596.0,,,,,,,,,,,,,,,,,,,,,,,
Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10345.0,999.0,676.0,643.0,,,,,,,,,,,,,,,,,,,,,,,
Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10199.0,1105.0,690.0,609.0,,,,,,,,,,,,,,,,,,,,,,,
Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10007.0,745.0,910.0,587.0,,,,,,,,,,,,,,,,,,,,,,,
Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9619.0,719.0,1068.0,545.0,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9314.0,767.0,907.0,417.0,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8862.0,993.0,551.0,496.0,,,,,,,,,,,,,,,,,,,,,,,
Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8575.0,1022.0,599.0,489.0,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7977.0,1028.0,297.0,685.0,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7467.0,558.0,679.0,366.0,,,,,,,,,,,,,,,,,,,,,,,
Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7169.0,183.0,674.0,1285.0,,,,,,,,,,,,,,,,,,,,,,,
Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6561.0,603.0,490.0,290.0,,,,,,,,,,,,,,,,,,,,,,,
District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6521.0,815.0,297.0,271.0,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6412.0,539.0,505.0,222.0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6179.0,707.0,488.0,477.0,,,,,,,,,,,,,,,,,,,,,,,
Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5783.0,652.0,447.0,258.0,,,,,,,,,,,,,,,,,,,,,,,
Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5471.0,544.0,572.0,258.0,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4538.0,592.0,359.0,200.0,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4172.0,275.0,462.0,216.0,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079.0,313.0,447.0,211.0,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3944.0,300.0,280.0,322.0,,,,,,,,,,,,,,,,,,,,,,,
Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3261.0,236.0,292.0,320.0,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3241.0,246.0,257.0,216.0,,,,,,,,,,,,,,,,,,,,,,,
Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3033.0,305.0,195.0,196.0,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2941.0,170.0,360.0,188.0,,,,,,,,,,,,,,,,,,,,,,,
Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2798.0,260.0,211.0,163.0,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2717.0,132.0,238.0,336.0,,,,,,,,,,,,,,,,,,,,,,,
Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381.0,209.0,189.0,122.0,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2365.0,201.0,175.0,151.0,,,,,,,,,,,,,,,,,,,,,,,
Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315.0,227.0,149.0,146.0,,,,,,,,,,,,,,,,,,,,,,,
Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315.0,243.0,201.0,188.0,,,,,,,,,,,,,,,,,,,,,,,
Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2106.0,283.0,116.0,125.0,,,,,,,,,,,,,,,,,,,,,,,
Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907.0,161.0,111.0,176.0,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.0,79.0,137.0,89.0,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.0,206.0,113.0,84.0,,,,,,,,,,,,,,,,,,,,,,,
Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.0,136.0,205.0,82.0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.0,69.0,72.0,56.0,,,,,,,,,,,,,,,,,,,,,,,
Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.0,128.0,87.0,105.0,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055.0,111.0,92.0,26.0,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.0,76.0,66.0,66.0,,,,,,,,,,,,,,,,,,,,,,,
Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.0,116.0,65.0,42.0,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.0,51.0,49.0,72.0,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0,37.0,51.0,81.0,,,,,,,,,,,,,,,,,,,,,,,
Alabama,,4908621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.05,,,,,,,,,,,,,,,,,,,,,
Arizona,,7378494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0259,0.0454,,,,,,,,,,,,,,,,,,,,,
Arkansas,,3038999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.069,,,,,,,,,,,,,,,,,,,,,
California,,39937489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.133,,,,,,,,,,,,,,,,,,,,,
Connecticut,,3563077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0699,,,,,,,,,,,,,,,,,,,,,
Delaware,,982895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.066,,,,,,,,,,,,,,,,,,,,,
District of Columbia,,720687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.0895,,,,,,,,,,,,,,,,,,,,,
Georgia,,10736059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.06,,,,,,,,,,,,,,,,,,,,,
Hawaii,,1412687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.0825,,,,,,,,,,,,,,,,,,,,,
Idaho,,1826156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.074,,,,,,,,,,,,,,,,,,,,,
Iowa,,3179849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036,0.0898,,,,,,,,,,,,,,,,,,,,,
Kansas,,2910357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.052,,,,,,,,,,,,,,,,,,,,,
Kentucky,,4499692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.06,,,,,,,,,,,,,,,,,,,,,
Louisiana,,4645184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.06,,,,,,,,,,,,,,,,,,,,,
Maine,,1345790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,0.0715,,,,,,,,,,,,,,,,,,,,,
Maryland,,6083116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0575,,,,,,,,,,,,,,,,,,,,,
Minnesota,,5700671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0535,0.0985,,,,,,,,,,,,,,,,,,,,,
Mississippi,,2989260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.05,,,,,,,,,,,,,,,,,,,,,
Missouri,,6169270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.06,,,,,,,,,,,,,,,,,,,,,
Montana,,1086759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.069,,,,,,,,,,,,,,,,,,,,,
Nebraska,,1952570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,0.0684,,,,,,,,,,,,,,,,,,,,,
New Jersey,,8936574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.0897,,,,,,,,,,,,,,,,,,,,,
New Mexico,,2096640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.049,,,,,,,,,,,,,,,,,,,,,
New York,,19440469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.0882,,,,,,,,,,,,,,,,,,,,,
North Dakota,,761723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.029,,,,,,,,,,,,,,,,,,,,,
Ohio,,11747694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.05,,,,,,,,,,,,,,,,,,,,,
Oklahoma,,3954821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.05,,,,,,,,,,,,,,,,,,,,,
Oregon,,4301089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.099,,,,,,,,,,,,,,,,,,,,,
Rhode Island,,1056161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0375,0.0599,,,,,,,,,,,,,,,,,,,,,
South Carolina,,5210095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.07,,,,,,,,,,,,,,,,,,,,,
Vermont,,628061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0355,0.0895,,,,,,,,,,,,,,,,,,,,,
Virginia,,8626207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0575,,,,,,,,,,,,,,,,,,,,,
West Virginia,,1778070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.065,,,,,,,,,,,,,,,,,,,,,
Wisconsin,,5851754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.0765,,,,,,,,,,,,,,,,,,,,,
Idaho,,1826156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,,,,,,,,,,,,,,,,,,,,
Utah,,3282115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0383,,,,,,,,,,,,,,,,,,,,
